TradingDay,InstrumentID,LastPrice,PreSettlementPrice,PreClosePrice,PreOpenInterest,OpenPrice,HighestPrice,LowestPrice,Volume,Turnover,OpenInterest,ClosePrice,SettlementPrice,UpperLimitPrice,LowerLimitPrice,PreDelta,CurrDelta,UpdateTime,UpdateMillisec,BidPrice1,BidVolume1,AskPrice1,AskVolume1,AveragePrice,ActionDay
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16630,5841287250.0,12405.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:02:05,0,70340.0,5,70360.0,15,351249.98496692727,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16630,5841287250.0,12405.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:02:05,500,70340.0,5,70350.0,5,351249.98496692727,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16630,5841287250.0,12405.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:02:06,0,70340.0,5,70350.0,5,351249.98496692727,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16630,5841287250.0,12405.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:02:06,500,70340.0,5,70350.0,5,351249.98496692727,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16635,5843045750.0,12405.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:02:07,0,70310.0,25,70350.0,5,351250.12022843404,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16635,5843045750.0,12405.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:02:07,500,70310.0,25,70350.0,10,351250.12022843404,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16635,5843045750.0,12405.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:02:08,0,70310.0,25,70350.0,15,351250.12022843404,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16635,5843045750.0,12405.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:02:08,500,70310.0,25,70360.0,10,351250.12022843404,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16635,5843045750.0,12405.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:02:09,0,70310.0,25,70360.0,20,351250.12022843404,20211013
20211013,cu2110,70340.0,70310.0,69940.0,0.0,70490.0,70960.0,69860.0,16635,5843045750.0,12405.0,1.7976931348623157e+308,1.7976931348623157e+308,75930.0,64680.0,0.0,1.7976931348623157e+308,00:02:11,0,70310.0,25,70360.0,30,351250.12022843404,20211013
